Setor de emissão,Categoria emissora,Sub-categoria emissora,Produto ou sistema,Detalhamento,Recorte,Atividade geral,Bioma,Emissão/Remoção/Bunker,Gás,Cidade,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Agropecuária,Manejo de dejetos animais,Tratamento e disposição de dejetos animais,Gado de leite,Animal,Diretas,Pecuária,Cerrado,Emissão,CH4 (t),Brasília (DF),18.168221000000003,24.448083000000004,30.727094000000005,37.011469999999996,43.287521,27.093731000000002,28.565258,30.790992999999997,25.542025,26.270222,45.766521,54.225165000000004,60.5468,52.538742,52.262167,46.873968000000005,43.67620599999999,45.878741999999995,45.87704000000001,51.490569,91.99705900000001,91.54110800000001,98.13328699999998,90.79281899999998,130.90623799999997,135.75716599999998,114.69733599999999,113.04613699999999,115.222422,99.76556,101.99155999999999,103.18683999999999,101.48811400000002,132.046845,154.14014,91.294873,82.448068,74.548856,422.51039999999995,77.33462499999999,75.84744700000002,68.24559,342.90623000000005,82.78639599999998,79.60838199999999,66.326085,71.59519199999998,69.27179599999998,60.19971399999999,57.182703999999994,57.047233999999996,58.183851999999995,57.00368599999999,326.8084439999999
Agropecuária,Manejo de dejetos animais,Tratamento e disposição de dejetos animais,Gado de leite,Animal,Diretas,Pecuária,Cerrado,Emissão,N2O (t),Brasília (DF),1.1560052996707053,1.555579575721215,1.9550997044498706,2.3549611967293504,2.7542929869472053,1.723916536674255,1.8175466730870902,1.9591654620517651,1.6251847808501254,1.6715184087383106,2.912026489742205,3.450232035129826,3.852464238414,3.34292852283291,3.3253306432300347,2.98249098932664,2.7790241876466295,2.91916687353291,2.9190585788892007,3.276235501927245,5.853577395283695,5.8245662019263404,6.244012545097635,5.4807001031390845,8.110094052417885,8.410625814101445,7.29794778884028,7.192885504821883,7.138427424424067,5.871780312352516,6.002793288927765,6.068068795058067,6.4520783446719605,8.874546290486203,10.359382745207007,5.804045910862791,5.10367558951291,4.614700936270731,,4.916527064990358,4.821980141313438,4.586619601373607,,5.72751498182292,5.50764645659514,4.457614353445723,4.431864112775691,4.2880419500784175,3.726464649692683,3.5397066010951543,3.5313207777655977,3.6016793644725777,3.528625082524174,
Agropecuária,Manejo de dejetos animais,Tratamento e disposição de dejetos animais,Gado de leite,Animal,Indiretas (deposição atmosférica),Pecuária,Cerrado,Emissão,N2O (t),Brasília (DF),0.6936031798024229,0.933347745432729,1.1730598226699223,1.41297671803761,1.652575792168323,1.034349922004553,1.0905280038522542,1.175499277231059,0.9751108685100751,1.002911045242986,1.7472158938453228,2.0701392210778953,2.3114785430484006,2.0057571136997456,1.995198385938021,1.789494593595984,1.6674145125879782,1.7515001241197456,1.7514351473335203,1.9657413011563474,3.512146437170217,3.494739721155804,3.746407527058581,3.2884200618834507,4.866056431450732,5.046375488460867,4.378768673304167,4.315731302893131,4.28305645465444,3.5230681874115084,3.601675973356659,3.6408412770348404,3.8712470068031766,5.3247277742917225,6.215629647124204,3.4824275465176755,3.0622053537077454,2.7688205617624395,2.140613484527232,2.949916238994215,2.893188084788063,2.751971760824164,1.9139807871910441,3.4365089890937517,3.3045878739570838,2.674568612067434,2.659118467665415,2.5728251700470506,2.23587878981561,2.123823960657093,2.1187924666593587,2.1610076186835463,2.1171750495145045,2.457159614714376
Agropecuária,Manejo de dejetos animais,Tratamento e disposição de dejetos animais,Muar,Animal,Diretas,Pecuária,Cerrado,Emissão,CH4 (t),Brasília (DF),0.2007,0.3078,0.41579999999999995,0.5228999999999999,0.6299999999999999,0.1449,0.13770000000000002,0.1395,0.19619999999999999,0.225,0.1656,0.22859999999999997,0.28890000000000005,0.3267,0.243,0.252,0.252,0.261,0.28800000000000003,0.31499999999999995,0.34199999999999997,0.32399999999999995,0.32399999999999995,0.32399999999999995,0.351,0.34199999999999997,0.1719,0.18,0.18,0.18899999999999997,0.19799999999999998,0.19799999999999998,0.20789999999999997,0.18,0.16199999999999998,0.153,0.14400000000000002,0.15120000000000003,0.153,0.153,0.153,0.14400000000000002,0.6516,0.7515,0.8513999999999999,0.9503999999999999,1.0502999999999998,1.1502000000000001,1.2501,1.3499999999999999,1.449,1.5489,1.6488,1.7487
Agropecuária,Manejo de dejetos animais,Tratamento e disposição de dejetos animais,Ovino,Animal,Diretas,Pecuária,Cerrado,Emissão,CH4 (t),Brasília (DF),0.027599999999999996,0.058949999999999995,0.0903,0.12165,0.153,0.1545,0.18794999999999998,0.15749999999999997,0.1425,0.10949999999999999,0.25034999999999996,0.25980000000000003,0.321,0.351,0.36,0.39,0.375,0.375,0.45,0.42,0.375,0.42419999999999997,0.43274999999999997,0.45675,0.41819999999999996,0.42,0.5901,0.7829999999999999,0.98595,1.12425,1.2487499999999998,1.6977,2.0204999999999997,2.2529999999999997,2.6249999999999996,2.4029999999999996,2.8499999999999996,2.9985,2.6999999999999997,3.15,3.0624,1.575,1.65,2.12295,2.3704499999999995,2.7238499999999997,3.5906999999999996,3.1900499999999994,3.20325,3.2741999999999996,3.4299,3.3433499999999996,3.2561999999999993,2.86575
Agropecuária,Manejo de dejetos animais,Tratamento e disposição de dejetos animais,Suínos,Animal,Diretas,Pecuária,Cerrado,Emissão,CH4 (t),Brasília (DF),31.201081,34.249399,37.295488999999996,40.343811,43.39208,48.525380999999996,52.999120999999995,45.457599,42.741234000000006,31.459271999999995,70.761718,66.615594,70.69444,62.332734,57.494545,75.649784,74.959836,112.40074299999998,108.08973699999999,111.083834,75.951356,84.22749799999998,93.14658,105.255689,115.867112,125.86975699999999,202.47476299999997,267.13228899999996,248.63804399999995,259.06328499999995,277.65308300000004,358.558931,375.992135,382.298075,351.7932579999999,332.6747189999999,409.82777999999996,440.60637499999996,365.503604,469.302989,490.755749,1610.774427,740.2662469999999,796.774735,1305.6172609999999,1256.593483,1377.014904,1412.2626579999999,1237.3977869999999,1243.761921,1528.9768989999998,1401.3345879999997,1413.305181,1148.4248629999997
Agropecuária,Manejo de dejetos animais,Tratamento e disposição de dejetos animais,Suínos,Animal,Diretas,Pecuária,Cerrado,Emissão,N2O (t),Brasília (DF),0.23881605833887556,0.2621481428320127,0.2854632589861875,0.30879534347932475,0.3321270039259656,0.3714179047135354,0.40566039992237574,0.3479368170287931,0.32714543191784146,0.24079227430854142,0.5416169692839614,0.5098821802716651,0.5411020548514227,0.4771006264508729,0.4400688666617835,0.5790306327651195,0.5737496868350055,0.8603258877995534,0.8273291536172914,0.8502463412327186,0.5813388871952111,0.6464348292015164,0.71676905712205,0.8120175278989864,0.8961145479118348,0.9758176282909465,1.5733752803258803,2.0805280603010696,1.940766643043525,2.0265218316423996,2.176481898465206,2.961607466997444,3.10567669395175,3.1720144123514786,2.9172186942094527,2.7571013186059607,3.4067854934602475,3.6693796408604022,3.048254206285452,3.918441152699093,4.09945461375973,10.999133370477411,5.059733070371179,5.4433466808266076,8.913083310249252,8.577117600289663,9.390098076692931,9.629422656725339,8.44417065869752,8.479997379956929,10.422965158635268,9.552663052566071,9.639182194446752,7.8182785523093035
Agropecuária,Manejo de dejetos animais,Tratamento e disposição de dejetos animais,Suínos,Animal,Indiretas (deposição atmosférica),Pecuária,Cerrado,Emissão,N2O (t),Brasília (DF),0.32210003185693087,0.35356887532919046,0.38501483297644157,0.41648367644870116,0.44795194799380084,0.5009450359937949,0.5471291530684415,0.4692752264177623,0.4412331179717529,0.32476542727134755,0.7304987959104077,0.6876969147348584,0.7298043118113152,0.6434832232291811,0.5935371220718696,0.7809599846721174,0.7738373779924997,1.1603532768904636,1.1158493636896187,1.1467586204303273,0.7840732126126418,0.8718705120900306,0.9667328811091608,1.0951980089777458,1.2086227636346312,1.3161212497405315,2.122069309077851,2.8060849808989783,2.617583599274355,2.733244787101179,2.9355014637956476,3.638579227409557,3.8155801643488285,3.8970815269881207,3.5840439561433968,3.3873265439574896,4.185517178382833,4.508135763261743,3.7450318985380995,4.814128388355385,5.036518366310322,10.939678595501857,5.032383161882685,5.41392318525457,8.8649044815452,8.530754802450259,9.339340789791887,9.577371723445742,8.398526492974828,8.434159556281484,10.36662480642643,9.501027036065713,9.587078506909199,7.776017587161686
Agropecuária,Queima de resíduos agrícolas,Prática de queima dos resíduos agrícolas,Algodão,Vegetal,Diretas,Agricultura,Cerrado,Emissão,CH4 (t),Brasília (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agropecuária,Queima de resíduos agrícolas,Prática de queima dos resíduos agrícolas,Algodão,Vegetal,Diretas,Agricultura,Cerrado,Emissão,CO (t),Brasília (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
