Setor de emissão,Categoria emissora,Sub-categoria emissora,Produto ou sistema,Detalhamento,Recorte,Atividade geral,Bioma,Emissão/Remoção/Bunker,Gás,Cidade,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Energia,Comercial,Comercial,Óleo combustível,Centrais elétricas autoprodutoras,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,CO2 (t),Brasília (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0987869215287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Comercial,Comercial,Óleo combustível,Centrais elétricas autoprodutoras,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,CO2 (t),NA (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8108950142997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Comercial,Comercial,Óleo combustível,Centrais elétricas autoprodutoras,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,CO (t),Brasília (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000214362823192291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Comercial,Comercial,Óleo combustível,Centrais elétricas autoprodutoras,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,CO (t),NA (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000938559621652784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Comercial,Comercial,Óleo combustível,Centrais elétricas autoprodutoras,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,COVNM (t),Brasília (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000326512909498192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Comercial,Comercial,Óleo combustível,Centrais elétricas autoprodutoras,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,COVNM (t),NA (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000142959412569629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Comercial,Comercial,Óleo combustível,Centrais elétricas autoprodutoras,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,N2O (t),Brasília (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00000425886403693293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Comercial,Comercial,Óleo combustível,Centrais elétricas autoprodutoras,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,N2O (t),NA (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000186468799003864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Comercial,Comercial,Óleo combustível,Centrais elétricas autoprodutoras,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,NOx (t),Brasília (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00201586231081492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Comercial,Comercial,Óleo combustível,Centrais elétricas autoprodutoras,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,NOx (t),NA (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00882618981951625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Comercial,Comercial,Óleo combustível,Consumo final energético,Emissões pela queima de combustíveis,Edificações,Cerrado,Emissão,CH4 (t),Brasília (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00232782832420047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Comercial,Comercial,Óleo combustível,Consumo final energético,Emissões pela queima de combustíveis,Edificações,Cerrado,Emissão,CH4 (t),NA (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124849324716164,0.0399728848924482,0.0564305605197867,0.0,0.0502797977058793,0.028970843891401,0.0642708210868608,0.0801643397457963,0.21595172968256,0.514915638009152,0.15167985241458,0.0796659001226306,0.0600052565476053,0.0585823717194088,0.0368155345927923,0.0429373305953859,0.0591585669192772,0.0439071941568574,0.0409076811160564,0.0361465614356042,0.0305421595848546,0.0266301623302796,0.0173109940611532,0.0323199742957144,0.00618094742229881,0.0109475141269987,0.0110682615734984,0.00170181591115232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Comercial,Comercial,Óleo combustível,Consumo final energético,Emissões pela queima de combustíveis,Edificações,Cerrado,Emissão,CO2 (t),Brasília (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.712356567844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Comercial,Comercial,Óleo combustível,Consumo final energético,Emissões pela queima de combustíveis,Edificações,Cerrado,Emissão,CO2 (t),NA (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7010.54681734702,2244.55984523759,3168.69224044653,0.0,2823.31423566095,1626.77257486538,3608.93902504573,4501.39284411247,12126.1345599464,28913.5739857141,8517.13622815476,4473.40443230674,3369.41878756867,3289.52087281068,2067.26812063416,2411.01957928241,3321.87542045274,2465.47941652696,2297.05057920979,2029.70389953262,1715.00518852854,1495.33848256213,972.047983410661,1814.83314748135,347.072932737905,614.725474049406,621.505691953554,95.5604697643572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Comercial,Comercial,Óleo combustível,Consumo final energético,Emissões pela queima de combustíveis,Edificações,Cerrado,Emissão,CO (t),Brasília (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0254230467154047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Comercial,Comercial,Óleo combustível,Consumo final energético,Emissões pela queima de combustíveis,Edificações,Cerrado,Emissão,CO (t),NA (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36352418331191,0.436558190054349,0.61629835901398,0.0,0.549123675757622,0.316400960491258,0.701924652235638,0.87550346092079,2.35848617138803,5.62357807210518,1.65654998422018,0.870059823306792,0.655338894419364,0.639799059680775,0.40207563679621,0.468933963133299,0.646091893791932,0.479526190392725,0.446767434359485,0.394769541389717,0.333561861861869,0.290837538972743,0.189059565145531,0.352978012948117,0.0675043401735971,0.119561722045733,0.120880448148176,0.0185861409797498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Comercial,Comercial,Óleo combustível,Consumo final energético,Emissões pela queima de combustíveis,Edificações,Cerrado,Emissão,COVNM (t),Brasília (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0422197534133863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Comercial,Comercial,Óleo combustível,Consumo final energético,Emissões pela queima de combustíveis,Edificações,Cerrado,Emissão,COVNM (t),NA (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26438850689503,0.7249870301155,1.02347940582898,0.0,0.911923202732866,0.525443338134812,1.16567797966593,1.45393825714227,3.91671012918166,9.33900968530819,2.75101299359004,1.4448980724505,1.08831356187619,1.06250674186392,0.667722261186744,0.778753094083464,1.07295717714882,0.796343480790363,0.741941401553548,0.655589114836118,0.553942244356764,0.482990465943841,0.313968986889749,0.586186417145139,0.11210366044506,0.198554739680041,0.200744732543138,0.0308657848076089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Comercial,Comercial,Óleo combustível,Consumo final energético,Emissões pela queima de combustíveis,Edificações,Cerrado,Emissão,N2O (t),Brasília (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00053399544117251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Comercial,Comercial,Óleo combustível,Consumo final energético,Emissões pela queima de combustíveis,Edificações,Cerrado,Emissão,N2O (t),NA (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0286399858352084,0.00916963595690084,0.012944967524925,0.0,0.0115340046681653,0.0066458073407291,0.0147434950868147,0.0183894110763354,0.0495385497138896,0.118119794499778,0.0347948123429268,0.0182750708203539,0.01376498993061,0.0134385852710948,0.00844535115948994,0.00984966913396766,0.0135707623765782,0.0100721523450365,0.00938407484684928,0.00829189112444722,0.00700626150662436,0.0061088634132577,0.00397107974618154,0.00741408580405171,0.00141788709730911,0.00251132034747316,0.00253901937720561,0.000390390446246637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Comercial,Comercial,Óleo combustível,Consumo final energético,Emissões pela queima de combustíveis,Edificações,Cerrado,Emissão,NOx (t),Brasília (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286911933876281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Comercial,Comercial,Óleo combustível,Consumo final energético,Emissões pela queima de combustíveis,Edificações,Cerrado,Emissão,NOx (t),NA (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3880596885364,4.9267798608153,6.9552385286039,0.0,6.19713827034768,3.57074478409598,7.92157453285618,9.88049913529659,26.6167086906772,63.4649213382551,18.69500398028,9.8190649329904,7.39583070617075,7.22045581554977,4.53762681590153,5.29215682640112,7.29147362960667,5.41169546553745,5.04199634370942,4.45517383590951,3.76441423113038,3.28224864960524,2.13363276482693,3.98353531126488,0.761820603213283,1.34931447334886,1.36419696404875,0.209753996501372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Geração de eletricidade (serviço público),Geração de eletricidade (serviço público),Biodiesel,Centrais elétricas de serviço público,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,CH4 (t),Brasília (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000574115512903732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Geração de eletricidade (serviço público),Geração de eletricidade (serviço público),Biodiesel,Centrais elétricas de serviço público,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,CH4 (t),NA (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000703932872414259,0.0000996831509005664,0.0,0.00183576351896836,0.00203036848126984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Geração de eletricidade (serviço público),Geração de eletricidade (serviço público),Biodiesel,Centrais elétricas de serviço público,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,CO (t),Brasília (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186587541693713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Geração de eletricidade (serviço público),Geração de eletricidade (serviço público),Biodiesel,Centrais elétricas de serviço público,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,CO (t),NA (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000228778183534634,0.00323970240426841,0.0,0.0596623143664718,0.0659869756412697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Geração de eletricidade (serviço público),Geração de eletricidade (serviço público),Biodiesel,Centrais elétricas de serviço público,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,COVNM (t),Brasília (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00532492138218211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Geração de eletricidade (serviço público),Geração de eletricidade (serviço público),Biodiesel,Centrais elétricas de serviço público,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,COVNM (t),NA (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00000652897739164225,0.000924561224602753,0.0,0.0170267066384316,0.0188316676637777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Geração de eletricidade (serviço público),Geração de eletricidade (serviço público),Biodiesel,Centrais elétricas de serviço público,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,N2O (t),Brasília (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000861173269355598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Geração de eletricidade (serviço público),Geração de eletricidade (serviço público),Biodiesel,Centrais elétricas de serviço público,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,N2O (t),NA (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000105589930862139,0.000014952472635085,0.0,0.000275364527845254,0.000304555272190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Geração de eletricidade (serviço público),Geração de eletricidade (serviço público),Biodiesel,Centrais elétricas de serviço público,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,NOx (t),Brasília (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135204203288829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Geração de eletricidade (serviço público),Geração de eletricidade (serviço público),Biodiesel,Centrais elétricas de serviço público,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,NOx (t),NA (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000165776191453558,0.0234753820370834,0.0,0.43232230871705,0.478151777339047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Geração de eletricidade (serviço público),Geração de eletricidade (serviço público),Diesel de petróleo,Centrais elétricas de serviço público,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,CH4 (t),Brasília (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0637514996400678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Geração de eletricidade (serviço público),Geração de eletricidade (serviço público),Diesel de petróleo,Centrais elétricas de serviço público,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,CH4 (t),NA (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0330298100066165,0.0,0.0059279536441989,0.0137763283540141,0.0141296231679301,0.0141311400771294,0.0650246697111956,0.0146954268531299,0.0150292651322848,0.0159116446103826,0.0169570351765764,0.0157857162398558,0.00813971421333702,0.0128959565894268,0.0133152449869895,0.0158303829349943,0.0084834800822984,0.0300041483977815,0.0324849198474129,0.0579565758894738,0.0,1.39984209299483,0.0,0.0026534666470515,0.0295800957619135,0.0420908146289419,0.064027531595074,0.0,0.0740683833315012,0.0614222006705786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Geração de eletricidade (serviço público),Geração de eletricidade (serviço público),Diesel de petróleo,Centrais elétricas de serviço público,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,CO2 (t),Brasília (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1180.99653083226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Geração de eletricidade (serviço público),Geração de eletricidade (serviço público),Diesel de petróleo,Centrais elétricas de serviço público,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,CO2 (t),NA (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611.877230372572,0.0,109.815341258785,255.206482758111,261.751269185906,261.779369928823,1204.5820063999,272.232782454232,278.417136575576,294.763216407338,314.129076646077,292.430393343328,150.788205802068,238.897595819132,246.664913383981,293.25784387077,157.156468524578,555.826849068903,601.783140173324,1073.6455683525,0.0,25932.0747727292,0.0,49.155469636629,547.971273989447,779.732341001148,1186.11002279875,0.0,1372.11680121606,1137.84626742247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Geração de eletricidade (serviço público),Geração de eletricidade (serviço público),Diesel de petróleo,Centrais elétricas de serviço público,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,CO (t),Brasília (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0719237383022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Geração de eletricidade (serviço público),Geração de eletricidade (serviço público),Diesel de petróleo,Centrais elétricas de serviço público,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,CO (t),NA (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07346882521504,0.0,0.192658493436464,0.447730671505457,0.45921275295773,0.459262052506706,2.11330176561386,0.477601372726723,0.488451116799257,0.517128449837435,0.551103643238732,0.513035777795312,0.264540711933453,0.419118589156372,0.432745462077159,0.514487445387316,0.275713102674698,0.9751348229279,1.05575989504092,1.8835887164079,0.0,45.494868022332,0.0,0.0862376660291738,0.961353112262188,1.36795147544061,2.0808947768399,0.0,2.40722245827379,1.99622152179381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Geração de eletricidade (serviço público),Geração de eletricidade (serviço público),Diesel de petróleo,Centrais elétricas de serviço público,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,COVNM (t),Brasília (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.591295159161629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energia,Geração de eletricidade (serviço público),Geração de eletricidade (serviço público),Diesel de petróleo,Centrais elétricas de serviço público,Emissões pela queima de combustíveis,Geração de eletricidade,Cerrado,Emissão,COVNM (t),NA (DF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306351487811368,0.0,0.0549817700499448,0.12777544548348,0.131052254882552,0.131066324215375,0.603103811571339,0.13630008406278,0.139396434101942,0.147580503761299,0.157276501262746,0.146412518124662,0.0754958493287009,0.119609997366934,0.123498897254328,0.146826801722072,0.0786842777633177,0.278288476389424,0.301297631584754,0.537547241374869,0.0,12.9835354125271,0.0,0.0246109031514027,0.274355388191748,0.390392305683436,0.593855355544311,0.0,0.686984255399674,0.569690911219617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
